,entid,ENTTYPE,INDUSTRYPHY,ent_name,region_id,rc_cf,rc_le,rc_op,rc_ot,follow,level
541,254160203,75,9,mCaden,18,0.000906963,0.001355863,0.000904578,0.009849748,0,C
542,254255976,27,5,fCadence,81,0.000243709,0.001251966,0.000671728,0.006159969,1,SSS
543,254906929,24,11,mCael,92,0.000749281,0.003190456,0.001507073,0.032900192,1,SSS
544,256921298,46,5,mCaelan,45,0.001092963,0.000816553,0.002526623,0.016675603,0,SSS
545,257000995,65,5,mCaesar,12,0.000259124,0.017667778,0.002205615,0.004767924,1,SSS
546,258497547,68,11,mCai,25,0.000233308,0.003427142,0.001566618,0.005453659,0,SSS
547,260286782,40,11,mCaiden,79,0.00162649,0.002652687,0.000425803,0.008593775,1,SSS
548,260626730,25,2,fCailin,65,0.000655299,0.010584164,0.001786096,0.01031901,0,SSS
549,261130420,46,5,mCain,10,0.000574963,0.001814495,0.000477752,0.005949936,0,SSS
550,261892679,37,11,fCaitlan,87,0.000218932,0.007763852,0.005680291,0.007520098,1,SSS
551,262860897,57,5,fCaitlin,63,0.000104013,0.00035886,0.000296435,0.006715975,1,SSS
552,263177201,59,11,fCaitlyn,75,0.000314508,0.016669055,0.002170526,0.009630041,0,SSS
553,263425191,0,19,mCaius,86,0.000172505,0.000237472,0.000299786,0.005475716,1,SSS
554,264061220,36,13,mCal,57,0.000795396,0.001087842,0.000380263,0.003292414,1,C
555,265125448,8,11,mCale,21,0.000695689,0.00856959,0.022794902,0.042919092,0,SSS
556,265370615,57,5,mCaleb,92,9.75E-05,0.000476794,0.000509626,0.002599188,0,SSS
557,265414334,6,5,fCaleigh,81,0.000127851,0.000774364,0.003331118,0.003415854,1,SSS
558,265543412,10,11,mCalhoun,65,0.000358931,0.004412465,0.002308835,0.008031325,1,C
559,266182621,33,12,fCali,63,0.000158119,0.000817534,0.001262703,0.003865729,0,SSS
560,266454311,41,14,fCalista,72,0.000748896,0.001829382,0.00033007,0.001284368,0,SSS
561,267619155,56,5,mCallan,58,0.000295505,0.00058984,0.001132789,0.009042687,1,SSS
562,267747263,22,2,mCallen,34,0.000297782,0.003404842,0.001011818,0.002988312,1,SSS
563,268673627,49,16,fCallie,63,0.000186496,0.001700797,0.000469962,0.003008884,0,C
564,269932268,24,2,fCalliope,87,0.000540825,0.006177681,0.001373049,0.004258317,1,SSS
565,270391539,30,10,fCallista,87,0.000406631,0.000451371,0.001502368,0.011015383,1,SSS
566,270532483,50,12,mCallum,63,0.000774661,0.003963012,0.001994023,0.011980677,0,SSS
567,270625734,63,14,mCalum,53,0.000169299,0.001022717,0.000670284,0.003530131,0,SSS
568,270862536,66,1,mCalvin,54,0.000328809,0.033352822,0.002231541,0.010595295,0,SSS
569,271743487,64,11,fCalypso,64,0.000759829,0.001367737,0.000733378,0.009323775,1,SSS
570,271874611,14,5,mCam,76,0.000350859,0.00080004,0.001091276,0.005532786,0,SSS
571,272482765,23,5,fCambria,1,0.000598231,0.006640148,0.002470725,0.00905761,0,SSS
572,273089396,40,7,mCamden,48,0.000563401,0.002277102,0.001235741,0.004119671,1,SSS
573,274126134,13,5,mCameron,52,0.000583312,0.009026211,0.000491603,0.007232129,0,SSS
574,274537741,55,11,fCameron,41,0.013903538,0.002751226,0.005836367,0.164061368,0,C
575,275172434,1,5,fCami,4,0.000156804,0.000547736,0.00097884,0.004479168,0,SSS
576,275202652,52,11,fCamila,80,0.00222106,0.00078273,0.004147808,0.065588415,1,SSS
577,276392221,12,12,fCamilla,82,0.000419888,0.001216256,0.002305351,0.004335898,0,SSS
578,276650889,9,4,fCamille,31,0.002670073,0.001380154,0.000806302,0.005935634,0,SSS
579,279005699,33,11,mCampbell,73,0.000150254,0.001050855,0.000956984,0.00497598,0,C
580,279099435,24,5,mCamron,89,0.000238528,0.000841901,0.000591046,0.005428917,1,SSS
581,279284306,47,5,fCamryn,36,0.000188318,0.009105862,0.000196502,0.001854761,1,SSS
582,280814108,69,11,fCandace,11,0.001054687,0.001302328,0.001095406,0.010036455,1,C
583,281493524,4,10,fCandice,12,0.000894447,0.000990372,0.002203222,0.011458808,1,SSS
584,281760299,55,17,fCandis,9,0.003325493,0.001140641,0.000464482,0.012879691,1,C
585,281885843,27,2,fCandy,73,0.000944618,0.001944143,0.000907754,0.016865734,0,SSS
586,282534824,50,6,fCaoimhe,24,0.001360277,0.001102189,0.00072223,0.025746962,1,SSS
587,282610525,44,11,fCaprice,41,0.000182143,0.005446896,0.000796762,0.011822309,1,C
588,282661398,58,5,fCara,94,0.00056538,0.003137431,0.000942539,0.004235639,0,SSS
589,283130984,44,5,mCarey,70,0.000499413,0.001034461,0.000435707,0.00807007,1,SSS
590,283474715,53,2,fCarina,92,0.000232756,0.00046902,0.000241624,0.001938182,0,SSS
591,283622537,51,2,fCaris,37,0.000689919,0.002509159,0.003071008,0.01547534,0,SSS
592,283938986,18,5,fCarissa,82,0.000763127,0.001074701,0.002076241,0.011061332,0,SSS
593,284017529,74,10,mCarl,47,0.000166382,0.000760571,0.000618046,0.004498316,0,SSS
594,284484051,9,11,fCarla,70,0.001983451,0.074212924,0.04580918,0.120684877,0,SSS
595,285546900,63,5,fCarlene,16,9.92E-05,0.00238887,0.000400038,0.004428362,0,SSS
596,286283900,55,0,fCarley,48,7.55E-05,0.011719948,0.000536606,0.001739963,0,SSS
597,286466904,58,0,fCarlie,73,0.007708308,0.007292173,0.011314855,0.077366464,0,SSS
598,286475128,45,12,mCarlisle,11,0.000426333,0.001532996,0.000798362,0.005625907,0,SSS
599,287075555,15,5,mCarlos,48,0.000237058,0.004998845,0.000431066,0.005625379,0,SSS
600,287721166,18,14,mCarlton,1,0.000627143,0.003416664,0.00133249,0.016105127,1,SSS
601,287779162,34,4,fCarly,89,0.00074032,0.004427698,0.000304725,0.012652675,0,SSS
602,287888217,12,12,fCarlynn,86,0.000468789,0.001704024,0.001782179,0.005069728,0,SSS
603,288440661,36,5,fCarmel,16,0.001336475,0.003767046,0.001753721,0.024175063,0,SSS
604,288764239,11,11,fCarmela,32,0.00132236,0.000953121,0.000682126,0.00877154,0,C
605,289473615,29,14,fCarmen,86,0.005215694,0.002424182,0.00064128,0.016276514,0,SSS
606,290291837,13,8,fCarol,75,0.006579547,0.004384798,0.001574805,0.152446508,0,SSS
607,290511742,70,2,fCarole,28,0.000599497,0.002020359,0.000503222,0.005155273,1,SSS
608,290921603,33,5,fCarolina,68,0.011157397,0.003472587,0.004240128,0.06066243,0,SSS
609,291047299,46,4,fCaroline,11,0.017598638,0.011101675,0.001766154,0.375098914,1,SSS
610,291127525,57,1,fCarolyn,90,0.000296892,0.001073603,0.00016599,0.014918352,1,SSS
611,291507927,57,0,fCarrie,48,0.000418205,0.003012983,0.000577694,0.003333774,1,SSS
612,292061277,5,8,mCarsen,29,0.000144616,0.00499869,0.000368283,0.00318856,1,SSS
613,292237848,68,5,mCarson,75,0.0006949,0.000692202,0.000870345,0.004818982,0,SSS
614,292547515,16,5,mCarter,41,0.000367247,0.004137245,0.000601652,0.01523495,1,SSS
615,292780744,24,5,fCarter,27,0.001226615,0.00331622,0.447962642,0.031626817,0,SSS
616,294105257,38,11,mCary,71,0.000198666,0.001168399,0.000940369,0.006108981,1,SSS
617,294479919,22,9,fCarys,88,0.001663983,0.003326864,0.001862376,0.033882126,0,SSS
618,296106002,44,19,fCasey,71,0.000420141,0.004379953,0.001196523,0.012535767,1,SSS
619,297909870,61,17,mCasey,53,0.000791018,0.000792038,0.00066419,0.007641203,0,SSS
620,297929056,3,11,mCash,28,0.000921517,0.001420148,0.00053385,0.00259261,0,SSS
621,298097687,26,2,mCason,94,0.000129588,0.00660581,0.001075365,0.005657372,1,SSS
622,299445785,45,0,mCasper,57,0.000619751,0.000771444,0.000794487,0.012441684,1,SSS
623,299834469,19,14,fCassandra,55,0.008275951,0.012776542,0.004409883,0.292074621,1,SSS
624,300600833,13,5,fCassia,17,0.005076674,0.005544316,0.000223379,0.015948333,1,SSS
625,300801599,70,11,fCassidy,3,0.000760045,0.001092601,0.000576511,0.005392185,0,C
626,301743547,17,11,fCassie,84,0.001082125,0.011019353,0.004797548,0.138049394,0,C
627,302035768,10,11,mCassius,49,0.000253477,0.001348668,0.000207281,0.003642263,0,SSS
628,304320622,46,4,mCastiel,64,0.000649321,0.00042472,0.000634786,0.008978114,1,SSS
629,304446083,15,5,mCastor,25,0.00453841,0.004734829,0.022219889,0.143238693,0,SSS
630,305268000,59,11,fCat,10,0.00042784,0.003214342,0.00137516,0.007239636,1,SSS
631,307660534,56,12,fCatalina,87,0.000800903,0.000775354,0.000431246,0.003383393,0,SSS
632,307832564,9,11,fCate,78,0.001775109,0.002503122,0.00049576,0.005981237,0,C
633,308047623,33,4,fCaterina,19,0.001418168,0.001450014,0.000883397,0.00571316,1,SSS
634,309062221,38,7,mCathal,86,0.000199205,0.000507669,0.000254342,0.008415529,0,SSS
635,309115288,49,0,fCathalina,43,0.000442968,0.001707541,0.000648793,0.0025179,0,SSS
636,309206832,22,8,fCatherine,91,0.000571861,0.001422354,0.000492049,0.009323918,0,SSS
637,310206872,17,9,fCathleen,53,0.000137264,0.002751794,0.000499624,0.008355265,0,C
638,310750637,35,12,fCathy,56,0.001175176,0.000524997,0.000768325,0.004533221,1,SSS
639,311545196,21,5,fCatlin,77,0.000171596,0.002036691,0.000535541,0.003828169,1,SSS
640,312782663,69,2,mCato,44,0.001261244,0.001039561,0.000623228,0.003543988,1,SSS
641,315057141,42,11,fCatrina,32,0.000224661,0.001291757,0.000379637,0.005700743,1,C
642,315091037,24,11,fCatriona,37,0.002035879,0.002548615,0.00048949,0.018878821,0,C
643,315466233,19,5,mCavan,85,0.000603941,0.004361172,0.000435025,0.009549934,1,SSS
644,315626465,75,2,mCayden,28,0.000539868,0.001206134,0.000968424,0.006461379,1,SSS
645,315718330,59,4,mCaydon,84,0.000681789,0.002278694,0.000572298,0.010232108,0,SSS
646,315726536,22,2,fCayla,26,0.000659662,0.000523147,0.000541592,0.002968329,1,SSS
647,316047105,75,3,fCece,11,0.00117757,0.001260814,0.000446261,0.012088793,0,SSS
648,316088181,69,8,fCecelia,51,0.000455736,0.00135293,0.001898825,0.014643402,0,C
649,317107054,31,4,mCecil,82,0.102909967,0.001552372,0.003598898,0.109355271,1,SSS
650,317176006,68,0,fCecilia,25,0.000609504,0.00075648,0.000783579,0.006021133,0,SSS
651,319144241,4,5,fCecily,92,0.000940448,0.024780884,0.040378582,0.046760708,0,SSS
652,319854151,60,2,mCedric,18,0.000479077,0.001445338,0.000638392,0.014065424,1,SSS
653,320426589,26,11,fCeleste,55,0.00058068,0.008347508,0.004231538,0.022794269,1,C
654,320661366,41,5,fCelestia,38,0.000407699,0.002603769,0.00432637,0.029175047,0,SSS
655,320949169,41,12,fCelestine,43,0.000324015,0.001310427,0.000540444,0.007374254,0,SSS
656,321808503,49,2,fCelia,94,0.00030084,0.000840404,0.000624059,0.005292159,1,SSS
657,322323136,63,11,fCelina,26,0.000290477,0.000819607,0.000324771,0.004168625,1,C
658,322394797,61,11,fCeline,27,0.000347508,0.001517362,0.000377804,0.008693043,0,C
659,322968473,37,10,fCelise,97,0.000303166,0.001752206,0.000479013,0.003295593,0,SSS
660,323114113,28,2,fCerise,33,0.011887543,0.001341125,0.0024327,0.051818613,0,SSS
661,324589413,12,0,fCerys,90,0.028475659,0.006181755,0.002673321,0.054899629,1,SSS
662,324818893,60,8,mCesar,91,0.001217362,0.000647815,0.003349941,0.016731169,1,SSS
663,324972341,46,0,mChad,89,0.000200306,0.000444252,0.000892372,0.001646255,0,SSS
664,325013274,61,11,mChance,25,0.000643638,0.019054146,0.007557821,0.011930519,1,SSS
665,325202961,8,11,mChandler,62,0.000322124,0.000828386,0.000300792,0.003543071,1,SSS
666,326580845,14,11,fChanel,87,0.00254512,0.002138697,0.000993554,0.011943446,1,SSS
667,326595421,73,5,fChanelle,26,0.001367822,0.000934404,0.0006229,0.0056568,1,SSS
668,326606914,44,12,mChanning,48,0.000864453,0.004921129,0.001126113,0.025530905,1,SSS
669,326686533,17,7,fChantal,81,0.000563623,0.001185329,0.002786196,0.010050824,0,SSS
670,326719827,49,2,fChantelle,52,0.000549481,0.001343894,0.000160402,0.00168477,0,SSS
671,327107238,5,11,fCharis,44,0.00033821,0.000913209,0.000627114,0.005210186,0,C
672,327162510,70,6,fCharissa,12,0.000238748,0.001083958,0.000628884,0.005293674,1,SSS
673,327606212,50,11,fCharity,78,0.000228194,0.001399129,0.000758792,0.004624959,0,C
674,327788826,13,10,fCharlene,2,0.000450651,0.001926958,0.001461778,0.004631791,1,SSS
675,328912487,2,12,mCharles,55,0.06179744,0.002946195,0.003401938,0.016349521,1,SSS
676,329392251,41,19,fCharley,69,0.000670732,0.001535687,0.000279589,0.005179876,0,SSS
677,329457193,16,5,mCharley,30,0.000161853,0.003149756,0.002932047,0.005237931,0,SSS
678,329503003,31,11,mCharlie,5,0.003814318,0.000422455,0.001618451,0.014972789,1,SS
679,329539667,5,5,fCharlie,32,0.000595048,0.001290039,0.001271726,0.008360027,0,SSS
680,329936792,52,4,fCharlize,13,0.000946671,0.001201041,0.0008732,0.005871296,0,SSS
681,330068559,39,5,fCharlotte,23,0.002048887,0.001724899,0.00055599,0.007857811,0,SSS
682,330255947,46,0,mCharlton,21,0.000297006,0.00086118,0.000401922,0.002430734,0,SSS
683,330570022,52,7,fCharmaine,46,0.000955031,0.000594165,0.00174544,0.004246969,0,SSS
684,331529733,31,5,mChase,85,0.000269714,0.001168632,0.003895114,0.004777945,0,SSS
685,332305361,63,11,fChastity,28,0.000505262,0.001012353,0.001013383,0.004770938,1,C
686,332412177,65,11,mChaz,52,0.000358895,0.001569327,0.000553468,0.008150809,0,C
687,332553501,4,5,mChe,8,0.001658867,0.034133155,0.034707092,0.04927649,0,SSS
688,332629236,42,11,fChelsea,62,0.000398075,0.004844129,0.00053148,0.012077521,1,SSS
689,332830883,74,11,fChelsey,56,0.016456421,0.0050018,0.003152965,0.015209502,0,C
690,332870200,1,11,fChenai,17,0.001317299,0.000950528,0.000663281,0.004310401,1,SSS
691,332910652,26,11,fChenille,32,0.000633603,0.000260762,0.004881009,0.004255203,0,SSS
692,333658867,13,2,fCher,68,0.000885631,0.000666484,0.000942869,0.028099734,0,SSS
693,333660563,8,2,fCheri,70,0.000766704,0.000773142,0.000209166,0.004883535,1,SSS
694,333853715,40,11,fCherie,69,0.000121098,0.000315065,0.000243429,0.00404988,1,C
695,334098857,21,11,fCherry,47,0.000182333,0.001668376,0.000252882,0.005414438,0,SS
696,334193642,35,4,fCheryl,13,0.000954159,0.003950477,0.000922047,0.001910145,1,SSS
697,334420967,34,5,mChesney,75,0.001007514,0.003076416,0.000737497,0.006198339,1,SSS
698,335195123,8,5,mChester,27,0.000360091,0.000839962,0.000568683,0.004061877,0,SSS
699,335220045,10,5,mChevy,17,0.000557197,0.002320951,0.000553941,0.004747287,1,SSS
700,335693175,30,9,fCheyanne,39,0.006165988,0.013495001,0.033745684,0.149902105,0,C
701,337195177,4,2,fCheyenne,20,0.000240553,0.001057535,0.000286406,0.002767576,0,SSS
702,337611555,69,5,fChiara,87,0.000911062,0.003497582,0.000451661,0.004296535,0,SSS
703,337986118,36,11,mChip,44,0.000584087,0.000748293,0.000791661,0.007095615,0,SSS
704,338094005,23,10,fChloe,12,0.000192667,0.002017065,0.000427743,0.007755346,0,C
705,338692493,28,2,mChris,38,0.002979964,0.00270841,0.002885271,0.011250139,1,SSS
706,338893548,28,14,fChris,1,0.000114264,0.000677325,0.001404814,0.003528636,1,SSS
707,339548901,13,8,fChrissy,55,0.000298166,0.004262531,0.00185577,0.002612214,1,SSS
708,339556589,37,14,fChrista,73,0.000148014,0.000641201,0.000971406,0.013862153,1,SSS
709,339953904,19,5,fChristabel,97,0.000611459,0.001910289,0.00032333,0.006956963,1,SSS
710,340223657,16,11,fChristal,82,0.000155193,0.002280721,0.000438023,0.001884105,0,SSS
711,340771941,28,5,fChristen,65,0.000421644,0.002293025,0.000954144,0.011168435,1,SSS
712,341861089,41,19,fChristi,85,0.000312903,0.001211534,0.001344559,0.006381765,1,SSS
713,343196978,62,17,mChristian,98,0.000780801,0.000962019,0.000202244,0.008072813,0,SSS
714,343600466,23,11,fChristiana,97,0.000571873,0.003894275,0.000570827,0.015775502,1,C
715,344253608,53,14,fChristie,52,0.000519264,0.00141714,0.000800977,0.00412683,1,SSS
716,344816768,5,9,fChristina,44,0.000986934,0.002469315,0.000812495,0.007654233,0,C
717,345305648,2,11,fChristine,11,0.000387823,0.002394876,0.001459872,0.00804172,1,C
718,346671211,66,10,mChristopher,4,0.000172503,0.002026902,0.000333579,0.005909003,0,C
719,347228778,52,5,fChristy,91,0.00071541,0.01120099,0.00167274,0.011934158,1,SSS
720,347337004,27,2,fChrystal,65,0.00024832,0.001503542,0.00069103,0.008819612,0,SSS
721,347604803,41,0,mChuck,59,0.000247721,0.003033247,0.000423778,0.006562466,0,SSS
722,347752212,61,0,mCian,77,0.000480009,0.011596136,0.000725568,0.012365608,1,SSS
723,348794911,56,5,fCiara,14,0.000715014,0.001196765,0.000139358,0.005615531,1,SSS
724,349194971,55,14,mCiaran,36,0.000137986,0.000685375,0.000210076,0.00410493,0,SSS
725,350481446,21,5,fCici,83,0.002052034,0.002222128,0.001323242,0.058091488,1,SSS
726,352811436,31,19,fCiel,96,0.000190345,0.001984036,0.00061628,0.00561422,1,SSS
727,352915806,39,4,fCierra,63,0.000206164,0.001395621,0.000826825,0.008272893,1,SSS
728,353079831,63,5,mCillian,10,0.087254718,0.001089348,0.002704226,0.041428767,1,SSS
729,353268936,19,10,fCindy,95,0.002246799,0.004467146,0.000540364,0.013632162,0,SSS
730,353587921,18,10,fClaire,6,0.001421507,0.002345548,0.000593296,0.030627001,1,C
731,354226849,24,5,mClancy,4,0.000133726,0.001527903,0.000299711,0.002582117,0,SSS
732,354234447,38,11,fClara,17,0.000123165,0.001143578,0.000335477,0.003728516,1,SSS
733,355691437,66,0,fClarabelle,64,0.00030862,0.005737891,0.002715291,0.004697428,0,SSS
734,356772177,12,5,fClare,34,0.001121623,0.001372113,0.002073885,0.071528271,1,SSS
735,359860980,30,5,mClarence,43,0.000452471,0.001041363,0.000372406,0.006317745,0,SSS
736,360000965,27,8,fClarice,11,0.000777023,0.001770169,0.001039916,0.02729279,0,SSS
737,360269233,42,4,fClaris,4,0.000451473,0.002002842,0.000710165,0.005912794,0,SSS
738,361333721,67,2,fClarissa,20,0.005161446,0.001978931,0.000605403,0.014298277,0,SSS
739,361855012,45,14,fClarisse,50,0.026173672,0.001197933,0.001337593,0.017382761,0,SSS
740,361976282,60,0,fClarity,60,0.004632619,0.000955213,0.000623053,0.043199364,0,SSS
741,362523435,15,11,mClark,98,0.00035118,0.006237318,0.001725095,0.005722121,0,C
742,362609371,1,8,fClary,84,0.000437787,0.012367342,0.01180927,0.013845048,1,SSS
743,362629829,46,5,mClaude,70,0.021774001,0.000459611,0.001698696,0.014825574,0,SSS
744,362741838,50,2,fClaudette,60,0.000235444,0.000969951,0.000612761,0.009605068,1,SSS
745,362903000,15,2,fClaudia,71,0.004649204,0.003557586,0.002223655,0.331034392,0,C
746,364342086,52,11,fClaudine,29,0.003975407,0.001129809,0.002792923,0.037931412,1,SSS
747,364402560,14,11,mClay,48,0.000380076,0.002177746,0.000409863,0.004517396,1,C
748,365691958,29,5,mClayton,92,0.001683943,0.000452301,0.000247827,0.021475948,1,SSS
749,366361923,71,5,fClea,94,0.000738852,0.000600324,0.000972239,0.020696167,1,SSS
750,368166004,12,10,mClement,29,0.000679708,0.002246839,0.000404504,0.003653413,0,SSS
751,368876884,40,7,fClementine,1,0.00027816,0.007445543,0.000902511,0.005564729,1,SSS
752,369432775,33,5,fCleo,14,0.000327072,0.001973499,0.000941763,0.00459031,0,SSS
753,370733758,70,5,fCleopatra,63,8.78E-05,0.001043698,0.000440187,0.0016829,1,C
754,372210897,44,11,mCliff,55,0.000512203,0.00344745,0.000117862,0.003975499,1,C
755,372517610,27,5,mClifford,29,0.005021294,0.001440625,0.000899041,0.007709974,0,SSS
756,373348831,44,11,mClifton,59,0.004393096,0.01680517,0.003951572,0.147712454,1,SSS
757,373658414,26,9,mClint,62,0.000523098,0.002194258,0.000483725,0.004682506,1,C
758,373750970,52,2,mClinton,48,0.002381147,0.003032398,0.000989593,0.020371765,0,SSS
759,373893643,66,13,mClive,91,0.000875191,0.00638934,0.00023346,0.004844723,1,SSS
760,374030168,36,19,fClodagh,54,0.000253933,0.00118127,0.000176671,0.002862608,1,SSS
761,374438188,28,4,fClotilde,35,0.002586683,0.000868712,0.000214507,0.013471482,1,SSS
762,374626775,42,4,fClover,54,0.002628415,0.001274,0.000716391,0.008138367,1,SSS
763,375066805,49,2,mClyde,95,0.002102457,0.0010443,0.000356904,0.011805877,0,SSS
764,375395540,22,11,mCoby,47,0.000998668,0.002367711,0.000609821,0.014133517,0,SSS
765,376108055,47,4,fCoco,73,0.000850992,0.003409007,0.000599263,0.013485771,0,SSS
766,376483949,5,10,mCody,50,0.000116026,0.000441048,0.000292845,0.003898833,1,C
767,377208493,23,2,mCohen,82,0.000821333,0.000359094,0.000363331,0.002516931,0,SSS
768,377846504,49,5,mColby,67,0.000211461,0.000284581,0.00041986,0.002230411,1,SSS
769,378217858,13,2,mCole,4,0.000171589,0.001242768,0.000189132,0.00149362,0,SSS
770,378464684,14,10,fColette,59,0.000217765,0.001579531,0.000261923,0.002660073,0,SSS
771,378823524,19,2,mColin,5,0.005273533,0.00566712,0.001480823,0.072841339,0,SSS
772,380336498,45,11,fColleen,76,0.000220078,0.001200057,0.00058448,0.010718288,1,C
773,380750335,61,4,mCollin,29,0.003697641,0.012767644,0.000982982,0.010640119,1,SSS
774,380895347,74,7,mColm,40,0.000829296,0.000961002,0.000530941,0.003032616,1,SSS
775,380934662,27,11,mColt,11,0.000221963,0.001593932,0.000727725,0.00210053,0,SSS
776,381667187,63,2,mColton,56,0.000137974,0.000340859,0.000584687,0.000990727,1,SSS
777,381742120,42,2,mConan,88,0.017879734,0.000884833,0.001777684,0.046268102,0,SSS
778,382011199,11,10,mConner,93,0.000361501,0.003895849,0.000664937,0.005237517,0,SSS
779,382823047,34,2,fConnie,44,0.000382351,0.003256757,0.000525864,0.004324327,0,SSS
780,383153184,50,11,mConnor,33,0.001111075,0.001669171,0.000356455,0.010752387,1,SSS
781,383725886,23,5,mConor,45,0.000436075,0.002124401,0.001398542,0.020655749,1,SSS
782,383845402,73,5,mConrad,36,0.000709046,0.002357341,0.000339834,0.001820675,0,SSS
783,385021799,33,4,fConstance,49,0.000582131,0.00052595,0.000213546,0.004604429,0,SSS
784,385309201,73,12,mConstantine,88,0.001089201,0.000783077,0.000559661,0.025522267,0,SSS
785,387563843,26,10,mCooper,20,8.34E-05,0.001823183,0.000177183,0.001772614,0,SSS
786,389792581,49,2,fCora,45,0.000216632,0.002795676,0.000674293,0.003824483,0,SSS
787,390111097,4,12,fCoral,53,0.00028895,0.001253079,0.001872751,0.002695402,1,SSS
788,390969595,71,2,fCoralie,85,0.000220177,0.001130771,0.001179031,0.009859765,1,SSS
789,391063879,34,14,fCoraline,46,7.34E-05,0.002057371,0.000150627,0.001713834,1,SSS
790,391384502,57,2,mCorbin,57,0.00012576,0.00058568,0.00028681,0.005786885,0,SSS
791,392624698,59,11,fCordelia,26,0.000351934,0.000365996,0.000625115,0.009518382,0,C
792,393283440,19,4,mCorey,20,0.000259976,0.001934345,0.000353356,0.002679928,0,SSS
793,393355112,39,11,fCori,74,0.000499568,0.00065597,0.000471139,0.002745732,0,C
794,393360139,14,19,fCorina,18,0.000207528,0.003653052,0.00047338,0.014983064,0,SSS
795,393460655,41,5,fCorinne,95,0.000104136,0.002250714,0.001224453,0.003023206,0,SSS
796,393529853,2,11,mCormac,81,0.000295826,0.001601064,0.000906142,0.011007256,1,SSS
797,394521948,51,5,fCornelia,5,0.010286763,0.004801892,0.000767087,0.156820029,0,SSS
798,394879016,66,5,mCornelius,20,0.000607131,0.002976348,0.0014366,0.006118423,0,SSS
799,396267526,46,12,fCorra,43,0.000381367,0.000813279,0.000292071,0.004105844,1,SSS
800,396463706,21,5,mCory,18,0.000685096,0.000482094,0.00034656,0.009010158,0,SSS
801,396530575,66,5,fCosette,14,0.00023035,0.001992513,0.000679513,0.009210669,1,SSS
802,396733833,44,5,fCourtney,22,0.000499417,0.000569742,0.000694229,0.004807956,1,SSS
803,396737292,73,11,mCraig,26,0.004715305,0.001517627,0.005964437,0.071009085,0,SSS
804,398431409,72,5,fCressida,94,0.00025243,0.001955776,0.000576878,0.002195843,0,C
805,398665284,30,4,fCristal,19,8.09E-05,0.002308205,0.000219811,0.00239023,0,SSS
806,399069795,75,2,mCristian,75,0.000933687,0.006126344,0.000419145,0.012177145,0,SSS
807,399356904,69,5,fCristina,69,0.000156628,0.000730176,0.000791205,0.004253775,0,SSS
808,399842306,3,5,mCristobal,77,0.001765506,0.000737349,0.002958533,0.029682556,1,SSS
809,401087436,31,5,mCrosby,38,0.001207543,0.000682708,0.000253837,0.004795593,1,SSS
810,401234206,58,10,mCruz,44,0.000449722,0.000335314,0.000923031,0.01869474,0,C
811,401822332,67,2,fCrystal,17,9.63E-05,0.005803932,0.000446134,0.001739517,0,SSS
812,401924744,41,12,mCullen,8,0.000256206,0.002888445,0.000347019,0.003096763,1,SSS
813,402597503,50,5,mCurt,84,0.000712271,0.000448549,0.001165967,0.018719893,1,SSS
814,402822767,69,2,mCurtis,77,0.000208728,0.001544434,0.000741523,0.004706129,0,SSS
815,403124040,72,2,mCuthbert,3,0.00019188,0.000589642,0.000217431,0.003659899,1,SSS
816,403219411,26,5,fCyndi,33,0.000228964,0.001964895,0.00023923,0.003420872,1,SSS
817,403271403,20,11,fCynthia,28,0.000611869,0.002011582,0.001586025,0.011349945,1,SSS
818,403435904,66,4,mCyril,92,0.000168138,0.005813553,0.000400349,0.005213069,0,SSS
819,403761996,64,5,mCyrus,47,0.000887753,0.002978326,0.000482975,0.005333066,0,SSS
820,403882252,32,5,mDacey,74,0.000225478,0.002433732,0.001021014,0.003827755,1,SSS
821,404107334,37,14,fDagmar,91,0.000378257,0.001099771,0.000793776,0.006149861,0,SSS
822,404262350,61,7,fDahlia,62,0.000400146,0.000892683,0.000329834,0.005294195,0,C
823,405772950,52,12,mDaire,21,0.000273086,0.000475522,0.000274602,0.0057691,0,SSS
824,406101516,9,11,fDaisy,86,0.000626761,0.002898364,0.000650065,0.010389948,0,C
825,406704808,63,12,fDakota,99,0.000242084,0.002737457,0.000934281,0.016501416,1,SSS
826,406807070,64,5,mDakota,87,0.000646545,0.003196981,0.000472932,0.01485939,1,SSS
827,407546436,15,11,mDale,84,0.000428772,0.000778453,0.000697747,0.004721189,1,C
828,407661648,65,19,mDallas,78,0.000280061,0.007940046,0.000809961,0.009773469,0,SSS
829,407662345,9,4,mDalton,80,0.000379177,0.001878617,0.000160255,0.001270482,1,SSS
830,407842625,34,12,mDamian,40,0.00036692,0.000562047,0.000325607,0.003549437,0,SSS
831,408031260,30,11,mDamien,70,0.000162328,0.000795122,0.000560953,0.002442498,1,C
832,408215553,62,9,mDamion,65,0.000656538,0.054254167,0.002592943,0.031681251,1,C
833,408562265,57,5,mDamon,70,0.000876451,0.000865872,0.000460984,0.002358311,0,SSS
834,408581712,41,12,mDan,84,0.002878182,0.000869528,0.003374192,0.069789521,0,SSS
835,408897556,22,12,fDana,42,0.000341804,0.003255461,0.000334417,0.008473148,0,SSS
836,409706163,35,11,mDana,9,0.000296435,0.006206022,0.001311733,0.014268079,0,SSS
837,410528128,10,5,mDane,68,0.001036746,0.010586531,0.001166504,0.019537704,0,SSS
