entid,level
746059877,SSS
157677950,SSS
435454366,SSS
1164693689,SSS
1029637548,SSS
406328306,SSS
322325127,SSS
464689898,SSS
252385865,SSS
854967838,SSS
132252620,SSS
998075079,SSS
557080949,SSS
1226576305,SSS
472376690,SSS
603439209,SSS
363842702,SSS
914550718,SSS
282006810,SSS
1153302683,SSS
1085982260,SSS
268587941,SSS
805940172,SSS
136017668,SSS
186538560,SSS
518382911,SSS
758849273,SSS
1040332104,SSS
74945641,SSS
513900501,SSS
155368557,SSS
597286220,SSS
599400533,SSS
539171048,SSS
704324790,SSS
137585285,SSS
514365556,SSS
202856081,SSS
578404736,SSS
875774614,SSS
239671583,SSS
296143143,SSS
200848033,SSS
726976530,SSS
680070349,SSS
929507432,SSS
1077965108,SSS
1182268219,SSS
632476156,SSS
772585066,SSS
690177370,SSS
771705622,SSS
991714005,SSS
1183268452,SSS
325013274,SSS
1087058018,SSS
372101736,SSS
717625186,SSS
1046299329,SSS
1088344129,SSS
994377140,SSS
581100255,SSS
913113922,SSS
181820391,SSS
481744171,SSS
1193539802,SSS
11683944,SSS
14055186,SSS
1119781513,SSS
1104761248,SSS
746389115,SSS
1070224310,SSS
81851119,SSS
62924110,SSS
23568857,SSS
875462757,SSS
1002877622,SSS
804923936,SSS
202700189,SSS
894061673,SSS
1186848144,SSS
800903186,SSS
165392986,SSS
446814233,SSS
185573460,SSS
297909870,SSS
947835992,SSS
721512872,SSS
33585976,SSS
1166498450,SSS
273089396,SSS
922128743,SSS
582631559,SSS
941804680,SSS
346266969,SSS
512760495,SSS
893875331,SSS
730135978,SSS
135142382,SSS
248611848,SSS
549998675,SSS
69670153,SSS
606723263,SSS
227905390,SSS
1199823931,SSS
779789754,SSS
246373582,SSS
13778114,SSS
284737249,SSS
157298663,SSS
190886253,SSS
893507386,SSS
708538081,SSS
674154475,SSS
525250250,SSS
822766939,SSS
94852382,SSS
236809127,SSS
147245743,SSS
720923240,SSS
394225462,SSS
1193097470,SSS
313084319,SSS
421387546,SSS
834916521,SSS
1200033345,SSS
383103124,SSS
393708812,SSS
187271107,SSS
526948939,SSS
687654439,SSS
546048441,SSS
644253745,SSS
686780696,SSS
971775807,SSS
874134748,SSS
30691539,SSS
462368371,SSS
555629327,SSS
1182340888,SSS
352017511,SSS
155257697,SSS
225582410,SSS
588737965,SSS
96851159,SSS
477014025,SSS
7885936,SSS
963370261,SSS
1100331446,SSS
569722001,SSS
551058011,SSS
310705682,SSS
159872005,SSS
321870610,SSS
615592381,SSS
943242792,SSS
484863309,SSS
63599505,SSS
936946450,SSS
1128120344,SSS
727562195,SSS
1019356929,SSS
1224300556,SSS
1183518695,SSS
377777415,SSS
736207319,SSS
1064523106,SSS
977997718,SSS
512686460,SSS
711843304,SSS
94772802,SSS
756146602,SSS
1074283757,SSS
996056694,SSS
572174664,SSS
1077801639,SSS
34944276,SSS
837618366,SSS
1020606618,SSS
156571345,SSS
345561423,SSS
939814738,SSS
68372406,SSS
1082932753,SSS
160220282,SSS
978389836,SSS
711042749,SSS
513501955,SSS
826036103,SSS
721349596,SSS
75377530,SSS
1226600711,SSS
761992375,SSS
22426018,SSS
586896526,SSS
455646733,SSS
1101235900,SSS
552558684,SSS
991275528,SSS
292313361,SSS
305076413,SSS
1127907248,SSS
97447481,SSS
211352641,SSS
492696116,SSS
164756503,SSS
684366053,SSS
812637156,SSS
703724512,SSS
26978690,SSS
178383552,SSS
431658066,SSS
1053033454,SSS
1217896556,SSS
141835705,SSS
501893092,SSS
115259654,SSS
908737454,SSS
724805518,SSS
8139354,SSS
947405923,SSS
562963972,SSS
552651300,SSS
1059377169,SSS
85580779,SSS
635663959,SSS
1103580896,SSS
386598045,SSS
12950056,SSS
670419354,SSS
297715872,SSS
60728002,SSS
485874089,SSS
159559301,SSS
952414273,SSS
305990988,SSS
21601934,SSS
82826982,SSS
815878087,SSS
302679959,SSS
1120056797,SSS
184552458,SSS
739711013,SSS
81138766,SSS
260626730,SSS
961342330,SSS
403721550,SSS
956574285,SSS
1062109457,SSS
1047121478,SSS
834914998,SSS
487421254,SSS
491205937,SSS
931778146,SSS
1023074032,SSS
308741165,SSS
133091716,SSS
40431646,SSS
129021712,SSS
1097906523,SSS
720296017,SSS
392017860,SSS
694488174,SSS
962456855,SSS
949622672,SSS
1232435460,SSS
717142185,SSS
365884653,SSS
812873078,SSS
944292542,SSS
944961774,SSS
683391285,SSS
766147192,SSS
859500880,SSS
280765951,SSS
520307384,SSS
1031468583,SSS
645249651,SSS
1132496715,SSS
167371979,SSS
699820954,SSS
596006522,SSS
268918015,SSS
265370615,SSS
249572815,SSS
189267025,SSS
856300291,SSS
447862792,SSS
987968279,SSS
877477798,SSS
118111127,SSS
1095806153,SSS
177706906,SSS
962571330,SSS
840427973,SSS
1086151159,SSS
1203524442,SSS
470676106,SSS
2408035,SSS
800606822,SSS
277376953,SSS
392864293,SSS
477260713,SSS
1169937673,SSS
338875772,SSS
1088273481,SSS
762050375,SSS
826068928,SSS
284244015,SSS
243250997,SSS
560175019,SSS
305843161,SSS
940768676,SSS
581350528,SSS
443581905,SSS
313675833,SSS
994360260,SSS
1200765321,SSS
128440111,SSS
342806490,SSS
948132170,SSS
297657832,SSS
1227002332,SSS
1150755124,SSS
1094599775,SSS
192416561,SSS
344253608,SSS
60314496,SSS
714745030,SSS
36357781,SSS
151687101,SSS
483311587,SSS
540803851,SSS
867990792,SSS
742970169,SSS
161585666,SSS
439095318,SSS
195862938,SSS
673116451,SSS
786781850,SSS
557592304,SSS
828245786,SSS
950635903,SSS
1012600984,SSS
1173086828,SSS
210785406,SSS
935913967,SSS
548502102,SSS
153980137,SSS
357574709,SSS
812172698,SSS
1007702875,SSS
1201376187,SSS
997758771,SSS
258074349,SSS
1019500459,SSS
354191968,SSS
480346964,SSS
1032602496,SSS
34252066,SSS
1104703010,SSS
1212314502,SSS
678614325,SSS
802729064,SSS
445313035,SSS
891752462,SSS
471465993,SSS
836448228,SSS
1117250524,SSS
1112575315,SSS
565925879,SSS
96977515,SSS
663655444,SSS
568836155,SSS
1023274341,SSS
669330546,SSS
1155247007,SSS
159963560,SSS
530659464,SSS
950587093,SSS
862503712,SSS
286849618,SSS
818330518,SSS
331904252,SSS
318990171,SSS
657187147,SSS
1045208258,SSS
484548985,SSS
125952985,SSS
912943609,SSS
1181262699,SSS
549427781,SSS
753342913,SSS
446899473,SSS
970812071,SSS
1106278934,SSS
2126661,SSS
248776390,SSS
1145184588,SSS
1058425949,SSS
269619435,SSS
640404632,SSS
732306730,SSS
693819731,SSS
284530335,SSS
757960207,SSS
259165398,SSS
78642515,SSS
360839424,SSS
700577215,SSS
361669460,SSS
960795336,SSS
942703303,SSS
334427936,SSS
1036314541,SSS
729455378,SSS
2604506,SSS
976281343,SSS
1192147298,SSS
628540474,SSS
717111218,SSS
131909837,SSS
790785896,SSS
1117920911,SSS
792231041,SSS
950012650,SSS
98968282,SSS
18258442,SSS
79439224,SSS
443270860,SSS
863920699,SSS
214737721,SSS
897819459,SSS
405091695,SSS
743995936,SSS
60465899,SSS
1155797450,SSS
752235620,SSS
1207807961,SSS
875627462,SSS
37509098,SSS
537914496,SSS
1142639773,SSS
1163208582,SSS
238795099,SSS
900307228,SSS
375066805,SSS
538786780,SSS
827967117,SSS
630770040,SSS
604873588,SSS
250481925,SSS
332421761,SSS
736537893,SSS
498463709,SSS
589860097,SSS
228935010,SSS
1140496964,SSS
1137992340,SSS
121792369,SSS
533212264,SSS
828773926,SSS
1124625536,SSS
920087607,SSS
138139524,SSS
885229866,SSS
695959943,SSS
566716001,SSS
111436062,SSS
798538458,SSS
684642668,SSS
778805330,SSS
1136093879,SSS
844543943,SSS
596870767,SSS
998467460,SSS
46754004,SSS
6217199,SSS
377078513,SSS
1211758009,SSS
119513967,SSS
881129425,SSS
635745339,SSS
266260298,SSS
856465520,SSS
24202223,SSS
856543425,SSS
1028838756,SSS
1126254280,SSS
359592356,SSS
1023206433,SSS
992465766,SSS
637198672,SSS
216688638,SSS
930719951,SSS
1113403058,SSS
549512168,SSS
951687,SSS
124068234,SSS
986422994,SSS
188967987,SSS
967421163,SSS
517772936,SSS
1039562314,SSS
690179651,SSS
20831715,SSS
7276600,SSS
1135979979,SSS
692870659,SSS
427732455,SSS
386238269,SSS
165722714,SSS
790677122,SSS
317176006,SSS
1018549779,SSS
37347772,SSS
335636629,SSS
197025700,SSS
759738693,SSS
1127454408,SSS
1217740103,SSS
195825293,SSS
737651562,SSS
1067872962,SSS
652109476,SSS
1174959486,SSS
539113059,SSS
578187434,SSS
727076239,SSS
842601360,SSS
828213891,SSS
179267227,SSS
832804409,SSS
52268507,SSS
110757673,SSS
442312277,SSS
1077538081,SSS
634390566,SSS
1176196365,SSS
259793066,SSS
866947313,SSS
459492445,SSS
84072644,SSS
806380205,SSS
467010489,SSS
509162795,SSS
924244394,SSS
634968466,SSS
59484686,SSS
390254981,SSS
736167810,SSS
1005461308,SSS
1048964510,SSS
1127949430,SSS
160562230,SSS
159028882,SSS
1162871306,SSS
274784924,SSS
434626360,SSS
559222210,SSS
383367223,SSS
402882333,SSS
411114537,SSS
693101804,SSS
300265501,SSS
356473741,SSS
1223070625,SSS
619049528,SSS
1198530227,SSS
1033329062,SSS
802804894,SSS
672025766,SSS
777068255,SSS
1124030048,SSS
1071356802,SSS
404242918,SSS
751129954,SSS
86243682,SSS
1057471003,SSS
489889425,SSS
220656222,SSS
136792886,SSS
804324110,SSS
78855887,SSS
718751273,SSS
756879481,SSS
408395397,SSS
986541882,SSS
275745778,SSS
123542618,SSS
866162419,SSS
695000789,SSS
325014845,SSS
782922115,SSS
138481944,SSS
233761502,SSS
1114870905,SSS
334693876,SSS
1073699023,SSS
327854510,SSS
467968569,SSS
849380778,SSS
772821149,SSS
1003221786,SSS
606252638,SSS
790581983,SSS
936800245,SSS
262456287,SSS
1200015744,SSS
752773693,SSS
1161908683,SSS
374874444,SSS
1067671809,SSS
109547337,SSS
526302236,SSS
620930263,SSS
591644361,SSS
253363228,SSS
844004538,SSS
1099132230,SSS
753334434,SSS
881819615,SSS
548635895,SSS
995515680,SSS
77525532,SSS
1028236446,SSS
755321578,SSS
657982396,SSS
337501821,SSS
553289910,SSS
464134803,SSS
973296977,SSS
659868356,SSS
1171110656,SSS
660932173,SSS
443072195,SSS
589559168,SSS
790109616,SSS
850118958,SSS
160897946,SSS
804594663,SSS
585628642,SSS
1079065272,SSS
772661989,SSS
22968352,SSS
1059696849,SSS
658341010,SSS
178185071,SSS
42102154,SSS
79285224,SSS
265125448,SSS
725478253,SSS
258621015,SSS
600314978,SSS
1165350848,SSS
187604515,SSS
1166128299,SSS
136192402,SSS
13844893,SSS
662369585,SSS
646553788,SSS
1139621730,SSS
186900972,SSS
181151053,SSS
401407923,SSS
926975391,SSS
143669928,SSS
1160473292,SSS
354264679,SSS
1043485124,SSS
597262958,SSS
646673895,SSS
256146076,SSS
907197439,SSS
54227182,SSS
874153886,SSS
804428142,SSS
1022943821,SSS
518300054,SSS
447974228,SSS
459807855,SSS
419583315,SSS
952061226,SSS
57942280,SSS
477955166,SSS
891179924,SSS
567996884,SSS
398004157,SSS
807391640,SSS
446602102,SSS
684879148,SSS
1091604961,SSS
359264640,SSS
85655162,SSS
469909280,SSS
733767486,SSS
592901819,SSS
140525321,SSS
876061452,SSS
121925477,SSS
79023424,SSS
1078969713,SSS
596825089,SSS
160633062,SSS
350741041,SSS
846267676,SSS
583466033,SSS
597879206,SSS
541614379,SSS
383295322,SSS
450589959,SSS
1014013036,SSS
434366847,SSS
838492028,SSS
869826839,SSS
114399890,SSS
546061959,SSS
573315585,SSS
624352862,SSS
949262191,SSS
372517610,SSS
1019834449,SSS
446994608,SSS
347752212,SSS
99718369,SSS
1002303049,SSS
162534378,SSS
1104418843,SSS
627347298,SSS
479087523,SSS
1044165233,SSS
1009549801,SSS
1133325497,SSS
386687687,SSS
307356722,SSS
727166393,SSS
976446498,SSS
1130337373,SSS
1228521501,SSS
333660563,SSS
432563835,SSS
949368800,SSS
472989353,SSS
555595046,SSS
449683978,SSS
319252529,SSS
117946308,SSS
202851495,SSS
196618454,SSS
1033898812,SSS
15641748,SSS
1095115325,SSS
899806511,SSS
72275743,SSS
831228888,SSS
460916777,SSS
1186748446,SSS
599041005,SSS
317701170,SSS
416411986,SSS
158286222,SSS
995595108,SSS
770085170,SSS
1029827269,SSS
232516341,SSS
1123483716,SSS
614851993,SSS
1230453127,SSS
645588108,SSS
305091272,SSS
879642521,SSS
1016884114,SSS
187815779,SSS
6594700,SSS
176005267,SSS
272098311,SSS
299783524,SSS
225295510,SSS
1126889326,SSS
481611457,SSS
610463735,SSS
141924311,SSS
27292169,SSS
18032423,SSS
1023657559,SSS
1229995820,SSS
217067831,SSS
28700306,SSS
754120700,SSS
481018530,SSS
167231239,SSS
369673369,SSS
43814551,SSS
101864059,SSS
797023681,SSS
15764733,SSS
1016673593,SSS
1151731150,SSS
221197,SSS
757122827,SSS
711909874,SSS
579602602,SSS
28899692,SSS
654255763,SSS
1197856661,SSS
263907258,SSS
281192726,SSS
253460617,SSS
114467175,SSS
952618460,SSS
681263154,SSS
429706056,SSS
185928611,SSS
200577133,SSS
902406486,SSS
643924098,SSS
605938059,SSS
440353702,SSS
134519154,SSS
848221357,SSS
645221211,SSS
867797442,SSS
220536959,SSS
678665987,SSS
76820084,SSS
719651061,SSS
387839208,SSS
682106590,SSS
1063502349,SSS
496737215,SSS
959069793,SSS
490362342,SSS
1051077026,SSS
646340285,SSS
321446565,SSS
465306314,SSS
282433420,SSS
510700463,SSS
79172005,SSS
1225411190,SSS
1070982086,SSS
651935083,SSS
666859225,SSS
770821655,SSS
867300852,SSS
96827232,SSS
255811528,SSS
899239689,SSS
462990424,SSS
32062727,SSS
870902522,SSS
914851108,SSS
1210183758,SSS
1050086427,SSS
291988590,SSS
1128987741,SSS
635892988,SSS
707272648,SSS
160080166,SSS
906526832,SSS
720514330,SSS
430408411,SSS
91034851,SSS
362967947,SSS
510842441,SSS
46804728,SSS
652569577,SSS
166582488,SSS
289183373,SSS
510700934,SSS
738536414,SSS
590738055,SSS
294469678,SSS
703809235,SSS
551032642,SSS
700578529,SSS
194110994,SSS
1118740532,SSS
736068225,SSS
874307336,SSS
532157810,SSS
960837300,SSS
402822767,SSS
284484051,SSS
834372528,SSS
895634697,SSS
699717848,SSS
1052315906,SSS
785427307,SSS
1077547693,SSS
105854406,SSS
1156843453,SSS
494467644,SSS
574374501,SSS
529930343,SSS
1020701207,SSS
188839445,SSS
2118849,SSS
430381261,SSS
413693093,SSS
1047477702,SSS
304446083,SSS
1174463949,SSS
644070397,SSS
128143868,SSS
988311456,SSS
942317928,SSS
1005390039,SSS
926360825,SSS
521348036,SSS
771355298,SSS
924956155,SSS
1028531518,SSS
718367147,SSS
961006772,SSS
186373030,SSS
641446315,SSS
292284643,SSS
248817807,SSS
1214752744,SSS
590481740,SSS
1020636803,SSS
772203923,SSS
1018356465,SSS
479923094,SSS
956099153,SSS
231961507,SSS
228921412,SSS
15505494,SSS
729832439,SSS
445721501,SSS
25315744,SSS
923780699,SSS
266813726,SSS
1080172329,SSS
1002659570,SSS
990459089,SSS
53835321,SSS
115596753,SSS
294512832,SSS
45163949,SSS
189194616,SSS
379292627,SSS
37915461,SSS
727215858,SSS
934198287,SSS
1166236995,SSS
1231510113,SSS
201444100,SSS
554966420,SSS
1095473849,SSS
1075696473,SSS
469178790,SSS
198802340,SSS
672628927,SSS
555791661,SSS
302033598,SSS
975253127,SSS
883524571,SSS
567835208,SSS
455016320,SSS
308662963,SSS
509580845,SSS
829249405,SSS
721532497,SSS
933133385,SSS
1073896617,SSS
1073178288,SSS
219126679,SSS
295914259,SSS
170627249,SSS
647780140,SSS
6231593,SSS
983963171,SSS
689031679,SSS
555900205,SSS
130237444,SSS
787077490,SSS
1222576927,SSS
188556813,SSS
909473459,SSS
267411676,SSS
818662081,SSS
197392914,SSS
396296266,SSS
165472319,SSS
1168489817,SSS
318335931,SSS
468189934,SSS
553207029,SSS
606772756,SSS
480372201,SSS
104482775,SSS
528081927,SSS
766776854,SSS
379190113,SSS
957992725,SSS
746165816,SSS
12562085,SSS
471810635,SSS
830233875,SSS
1120440764,SSS
1064516369,SSS
27121327,SSS
1076936523,SSS
269035536,SSS
533815393,SSS
870947625,SSS
302069575,SSS
322235754,SSS
556601957,SSS
940507759,SSS
185923323,SSS
38620957,SSS
460751033,SSS
182350276,SSS
368253085,SSS
77728927,SSS
990398076,SSS
631111152,SSS
932300688,SSS
218419392,SSS
766391861,SSS
1112004374,SSS
221066351,SSS
547980097,SSS
495261223,SSS
873651659,SSS
774155183,SSS
738715562,SSS
422459086,SSS
671381624,SSS
895857171,SSS
423822731,SSS
916703708,SSS
739101911,SSS
718940335,SSS
752843516,SSS
485566966,SSS
350625786,SSS
993548893,SSS
1191135325,SSS
256921298,SSS
263768334,SSS
107719623,SSS
260286782,SSS
378384664,SSS
577783756,SSS
160936990,SSS
966905657,SSS
641545238,SSS
657748131,SSS
535938768,SSS
255193143,SSS
159891237,SSS
58663843,SSS
1052474287,SSS
884718300,SSS
515112554,SSS
873924763,SSS
1146738440,SSS
545408551,SSS
73188056,SSS
263464755,SSS
1121810685,SSS
33309054,SSS
486445677,SSS
1068576799,SSS
513385601,SSS
929419247,SSS
944113496,SSS
623380080,SSS
1169404670,SSS
462906284,SSS
1074044392,SSS
556931102,SSS
609202653,SSS
984747078,SSS
399950069,SSS
1205662175,SSS
72647861,SSS
1231775928,SSS
496937231,SSS
218099234,SSS
905236705,SSS
1094037964,SSS
1004717959,SSS
754241569,SSS
475450247,SSS
311293903,SSS
948271395,SSS
721365919,SSS
349096361,SSS
142034093,SSS
1156654650,SSS
716238110,SSS
1153511266,SSS
220893946,SSS
510209973,SSS
1151232580,SSS
1120871194,SSS
997451123,SSS
1032792355,SSS
699920662,SSS
792215638,SSS
237199851,SSS
594537663,SSS
62022045,SSS
14079560,SSS
892903363,SSS
946255845,SSS
1103538353,SSS
1053212423,SSS
253957370,SSS
316128682,SSS
1042380243,SSS
834264380,SSS
567251967,SSS
479137124,SSS
420896715,SSS
115050639,SSS
72509104,SSS
1165669124,SSS
783800084,SSS
10367939,SSS
717192298,SSS
454176236,SSS
846726609,SSS
54673859,SSS
261892679,SSS
837731936,SSS
986275639,SSS
154979170,SSS
308709372,SSS
85241169,SSS
1208312381,SSS
323147402,SSS
1117724341,SSS
390309681,SSS
87092606,SSS
813388287,SSS
113766077,SSS
460651509,SSS
821740869,SSS
901191031,SSS
1165393049,SSS
95926854,SSS
1212044385,SSS
144094091,SSS
382601392,SSS
1083859289,SSS
1117061229,SSS
216811345,SSS
118874121,SSS
159430594,SSS
888839180,SSS
105619507,SSS
279183008,SSS
705346865,SSS
994987899,SSS
81500540,SSS
1141860255,SSS
432656756,SSS
940460706,SSS
694510926,SSS
949873187,SSS
46789661,SSS
1008698866,SSS
157092303,SSS
1086305109,SSS
797886087,SSS
412296844,SSS
494132262,SSS
667453278,SSS
797568314,SSS
786025532,SSS
473220924,SSS
546398335,SSS
689740936,SSS
1049118355,SSS
851707293,SSS
593410776,SSS
1066449204,SSS
809817794,SSS
686925059,SSS
114822988,SSS
178105663,SSS
664875663,SSS
204455748,SSS
304320622,SSS
923865179,SSS
1064108542,SSS
130249907,SSS
114920593,SSS
478184121,SSS
249815891,SSS
9645357,SSS
102285242,SSS
527499435,SSS
319086535,SSS
987353460,SSS
1136230166,SSS
621763600,SSS
1142790093,SSS
393068800,SSS
917011557,SSS
948701265,SSS
1226386574,SSS
1130169618,SSS
450280565,SSS
1187502992,SSS
1115830165,SSS
460745974,SSS
254906929,SSS
699498266,SSS
655491688,SSS
921963405,SSS
693267795,SSS
1154555947,SSS
476379945,SSS
714149419,SSS
683585420,SSS
636544214,SSS
1002002046,SSS
368420161,SSS
136811729,SSS
320495455,SSS
411062596,SSS
548440770,SSS
393460655,SSS
772922863,SSS
735449975,SSS
623691203,SSS
520920006,SSS
350903253,SSS
977487960,SSS
16828417,SSS
684352434,SSS
172696857,SSS
4899340,SSS
1087120655,SSS
1060088577,SSS
1122802283,SSS
1209811735,SSS
885602718,SSS
972832168,SSS
771237823,SSS
94271564,SSS
518841562,SSS
505102113,SSS
585103456,SSS
857488370,SSS
1137782788,SSS
708376202,SSS
481802824,SSS
53996291,SSS
78986550,SSS
452584000,SSS
424265303,SSS
326261903,SSS
1198177526,SSS
334385685,SSS
1178956600,SSS
725459990,SSS
1057838635,SSS
492632493,SSS
217811353,SSS
170783288,SSS
263223784,SSS
632965988,SSS
837237594,SSS
1087203559,SSS
305792760,SSS
264693056,SSS
970374645,SSS
848082593,SSS
682036824,SSS
356422239,SSS
768482635,SSS
926197727,SSS
928913866,SSS
286347837,SSS
82926335,SSS
934295373,SSS
714492796,SSS
1195258046,SSS
148531776,SSS
1178585909,SSS
421819978,SSS
318273186,SSS
845919005,SSS
764405882,SSS
257413923,SSS
889770681,SSS
394604668,SSS
393529853,SSS
335452445,SSS
1111063111,SSS
631413574,SSS
272778500,SSS
207241268,SSS
38792953,SSS
54632025,SSS
107639793,SSS
369163140,SSS
263177201,SSS
776724585,SSS
299244318,SSS
609404760,SSS
292121926,SSS
993207860,SSS
904741369,SSS
800964177,SSS
1161132456,SSS
183103181,SSS
212618393,SSS
922543873,SSS
1058358745,SSS
1156537609,SSS
1200405615,SSS
646860149,SSS
1003500663,SSS
494216244,SSS
1182175725,SSS
301055749,SSS
1185401075,SSS
1226281479,SSS
1103488590,SSS
285351517,SSS
185788468,SSS
732222753,SSS
956601166,SSS
108393425,SSS
106189694,SSS
869972366,SSS
1195389205,SSS
983049526,SSS
816874677,SSS
136757305,SSS
714619156,SSS
546141373,SSS
1033165268,SSS
133495793,SSS
222277300,SSS
359798252,SSS
751009818,SSS
310834550,SSS
397732299,SSS
669730926,SSS
469217997,SSS
688613486,SSS
271060898,SSS
1156685256,SSS
1223652130,SSS
258994427,SSS
1081728372,SSS
160507891,SSS
290523763,SSS
839764982,SSS
286315038,SSS
69231525,SSS
22065829,SSS
436219328,SSS
238814033,SSS
1206399189,SSS
8613427,SSS
23341331,SSS
157079092,SSS
579312182,SSS
1144404241,SSS
1005025210,SSS
36783427,SSS
214158801,SSS
308231649,SSS
638430829,SSS
944022186,SSS
107845299,SSS
1203814212,SSS
74156343,SSS
19173561,SSS
113793636,SSS
401087436,SSS
527294821,SSS
706663058,SSS
283938986,SSS
974183197,SSS
285080998,SSS
863821035,SSS
570750426,SSS
11188647,SSS
762889713,SSS
1018977880,SSS
101231537,SSS
579109408,SSS
971196406,SSS
550639610,SSS
717080844,SSS
20558990,SSS
756910143,SSS
593696177,SSS
439534,SSS
915299949,SSS
95133961,SSS
1089996673,SSS
315743811,SSS
592755734,SSS
1086417627,SSS
8154079,SSS
768550740,SSS
140118280,SSS
1085345585,SSS
211073766,SSS
937476486,SSS
732330100,SSS
897435016,SSS
1147698627,SSS
959612764,SSS
1023382253,SSS
154484947,SSS
101646309,SSS
1140723144,SSS
852619529,SSS
634743572,SSS
647965730,SSS
475728275,SSS
1222823940,SSS
251921582,SSS
811616724,SSS
88923176,SSS
202957804,SSS
369161014,SSS
832293063,SSS
442031775,SSS
1050187141,SSS
946456871,SSS
63434160,SSS
1106403094,SSS
1018868458,SSS
1097293252,SSS
1073542190,SSS
1158203773,SSS
8556215,SSS
668977235,SSS
14032682,SSS
416763052,SSS
13279008,SSS
1232704183,SSS
1104787687,SSS
764982198,SSS
507173378,SSS
948846797,SSS
841011628,SSS
540501276,SSS
1095422184,SSS
679645022,SSS
464435127,SSS
1138034768,SSS
1055695078,SSS
1070103503,SSS
459023004,SSS
337986118,SSS
201840357,SSS
729078072,SSS
761070734,SSS
584246783,SSS
790186804,SSS
1234077657,SSS
111129167,SSS
323531660,SSS
93543846,SSS
942585560,SSS
507553157,SSS
648898177,SSS
758426890,SSS
770939355,SSS
823823326,SSS
392478952,SSS
1034901214,SSS
988024120,SSS
476781118,SSS
1120677621,SSS
1221810711,SSS
406704808,SSS
458240227,SSS
607973103,SSS
183567345,SSS
110827208,SSS
770160817,SSS
113395159,SSS
250233397,SSS
533035670,SSS
1135144380,SSS
218533905,SSS
963458731,SSS
257483829,SSS
1020166630,SSS
189926284,SSS
936037445,SSS
931958960,SSS
1186704019,SSS
178730157,SSS
503253965,SSS
268498231,SSS
135602231,SSS
1005563363,SSS
169966766,SSS
1210627137,SSS
1167659648,SSS
1228670868,SSS
503864186,SSS
144993606,SSS
1154027962,SSS
1076638596,SSS
973237965,SSS
586623720,SSS
875670290,SSS
370377626,SSS
804872949,SSS
139637367,SSS
841110875,SSS
450305430,SSS
1158550237,SSS
637551141,SSS
596211245,SSS
86073952,SSS
245679472,SSS
496454976,SSS
531581433,SSS
137817615,SSS
45873211,SSS
219425135,SSS
529353060,SSS
598159668,SSS
1005178766,SSS
576953466,SSS
501299164,SSS
732826358,SSS
698020204,SSS
1128329951,SSS
78707617,SSS
187364170,SSS
244159408,SSS
11568352,SSS
637274214,SSS
483628836,SSS
1053196390,SSS
1021306091,SSS
1006756992,SSS
444802058,SSS
650959739,SSS
1225437855,SSS
325937928,SSS
1065491654,SSS
1176994634,SSS
784226918,SSS
38363655,SSS
524676222,SSS
20482404,SSS
918309245,SSS
894252917,SSS
17566259,SSS
122655659,SSS
148121288,SSS
216874462,SSS
731114139,SSS
438852859,SSS
548659914,SSS
1101585609,SSS
193749072,SSS
370551911,SSS
1025554779,SSS
759644210,SSS
516287023,SSS
176450308,SSS
17015998,SSS
1180332385,SSS
454230400,SSS
24449850,SSS
552148999,SSS
585856640,SSS
1028587658,SSS
931039876,SSS
106897089,SSS
498561775,SSS
186699118,SSS
1191771642,SSS
96265667,SSS
88875237,SSS
1211944466,SSS
534024185,SSS
401822332,SSS
1194450635,SSS
891114589,SSS
294465117,SSS
681465988,SSS
56597353,SSS
1180766604,SSS
741831519,SSS
908124852,SSS
748352214,SSS
442821170,SSS
512976259,SSS
222703858,SSS
390864946,SSS
1170893794,SSS
166666640,SSS
1233023604,SSS
553268420,SSS
1088880330,SSS
1046248904,SSS
177180605,SSS
933843161,SSS
349315770,SSS
11205016,SSS
781745249,SSS
1229037298,SSS
631397174,SSS
899842500,SSS
931065998,SSS
229798399,SSS
221032910,SSS
999452614,SSS
1047520340,SSS
744220146,SSS
295067978,SSS
661526755,SSS
662029528,SSS
265414334,SSS
291153990,SSS
171235661,SSS
899814218,SSS
11826214,SSS
1068058034,SSS
694232703,SSS
496753430,SSS
923188068,SSS
1194981927,SSS
806147703,SSS
92829778,SSS
802042048,SSS
835320059,SSS
766144689,SSS
388393422,SSS
1166352808,SSS
796097,SSS
195404065,SSS
998644389,SSS
217624109,SSS
614634507,SSS
1200252497,SSS
1215288114,SSS
214770592,SSS
159088041,SSS
1083242133,SSS
644295603,SSS
553007467,SSS
745031577,SSS
1109147679,SSS
351066446,SSS
142882104,SSS
529940527,SSS
403271403,SSS
207210491,SSS
708730881,SSS
838642117,SSS
193910994,SSS
250049929,SSS
826767461,SSS
1092025052,SSS
399150964,SSS
234766156,SSS
867895715,SSS
955246836,SSS
325946023,SSS
1215435198,SSS
1095718591,SSS
388511939,SSS
1187991990,SSS
15206081,SSS
231242051,SSS
31643522,SSS
427198813,SSS
844261030,SSS
1066649257,SSS
118285712,SSS
1055574055,SSS
679782174,SSS
1006502545,SSS
937476119,SSS
201509476,SSS
575061243,SSS
1051312210,SSS
500724522,SSS
94204697,SSS
1229750466,SSS
319678108,SSS
1507679,SSS
431935830,SSS
529429475,SSS
1163669700,SSS
816725304,SSS
74138017,SSS
702693798,SSS
597568117,SSS
872028845,SSS
461201889,SSS
298097687,SSS
400647696,SSS
307639182,SSS
